series_id,group_id,surface,offt_X_sum,offt_X_mean,offt_X_std,offt_Y_sum,offt_Y_mean,offt_Y_std,offt_Z_sum,offt_Z_mean,offt_Z_std,offt_W_sum,offt_W_mean,offt_W_std,afft_X_sum,afft_X_mean,afft_X_std,afft_Y_sum,afft_Y_mean,afft_Y_std,afft_Z_sum,afft_Z_mean,afft_Z_std,lfft_X_sum,lfft_X_mean,lfft_X_std,lfft_Y_sum,lfft_Y_mean,lfft_Y_std,lfft_Z_sum,lfft_Z_mean,lfft_Z_std
0,13,fine_concrete,138.4118749658463,2.1294134610130198,17.01534170224804,128.35463276867506,1.9746866579796163,15.772232830721698,143.35324369299474,2.205434518353765,17.530086678612136,127.10290200601598,1.9554292616310152,15.505044763265415,172.28057064613603,2.650470317632862,4.271116304594885,165.59020581799564,2.5475416279691636,3.698568963689996,44.71043837552533,0.687852898085005,1.9110199732339699,208.10138754148124,3.201559808330481,4.551770154494898,210.55303069862632,3.239277395363482,6.528538585860723,193.88207911468479,2.982801217148997,3.112246091032719
1,31,concrete,175.64147826409138,2.702176588678329,21.60915547999625,30.394923611498015,0.4676142094076618,3.709957179719819,24.666888719590652,0.37949059568601,2.8507408787738786,177.11830333118377,2.724896974325904,21.60733441996797,317.6197674820582,4.886457961262434,7.301513158313352,270.33301128216783,4.158969404341043,5.04264138001955,95.08129838618252,1.4627892059412697,3.4380625663254905,339.17373454377264,5.218057454519579,4.077873428921129,352.89036585214876,5.429082551571519,8.141334619855309,358.53035471040494,5.515851610929307,6.262697590017083
2,20,concrete,92.93985803084416,1.429843969705295,11.348448198315804,166.90256429784878,2.567731758428443,20.49122629318245,172.66836004208574,2.6564363083397806,21.081690540865438,83.54945676341646,1.2853762578987147,10.160139993906329,211.86166999496118,3.2594103076147873,4.704155792678174,194.68130353312134,2.995096977432636,4.582714951538858,65.14985645719906,1.0023054839569088,3.288737140122707,210.7337678966946,3.2420579676414554,3.1563165854680384,296.0425653323051,4.554501005112386,8.0483895334317,213.24411130426452,3.2806786354502235,3.0577219064908325
3,31,concrete,172.04180491612965,2.646796998709687,21.16252755811787,42.71316960760265,0.65712568627081,5.228671233274136,33.0069953370146,0.5077999282617631,3.937432178928242,172.75205403549472,2.6577239082383803,20.91712259787036,589.4050459345406,9.06776993745447,14.437673642372529,301.62156117230694,4.640331710343184,4.138554079794674,72.09050451018028,1.1090846847720044,2.1832387151546393,436.4934356901113,6.715283626001712,5.720067387623493,652.3017938724315,10.035412213422024,19.599177153394997,558.3366886234895,8.589795209592147,10.646386626382524
4,22,soft_tiles,164.5261261682361,2.531171171819017,20.060061839697866,66.85490402913715,1.0285369850636483,7.848612089689088,60.74816302183615,0.9345871234128639,7.070374765951549,163.90996692060932,2.5216917987786047,20.035018646840268,127.61846044809964,1.9633609299707637,3.8805495199654447,141.20053834032285,2.1723159744665055,6.718746475220829,110.67869167987985,1.7027491027673822,8.572508348716406,110.32880260111295,1.6973661938632763,2.703600982747797,149.78626263802082,2.3044040405849358,5.525957743875088,126.01901002952955,1.938754000454301,2.5392176562314495
5,1,tiled,90.24772562034485,1.3884265480053055,11.091210553504105,171.3556373597028,2.6362405747646585,21.077391141843936,170.7322457481866,2.6266499345874865,20.767420697915433,105.46149757720204,1.6224845781108006,12.838977835123742,405.70205340995324,6.241570052460819,7.00994074770448,310.5387730751768,4.777519585771951,5.256237777553777,98.32498533492293,1.5126920820757375,2.243858245272609,422.13834109550686,6.494436016853951,6.567005024266488,513.2247065768892,7.895764716567526,9.073181347374295,409.87961048837764,6.305840161359656,6.389024297408682
6,34,soft_pvc,72.81878329570281,1.1202889737800432,8.827411273918761,177.29281429094908,2.7275817583222937,21.758306529778302,185.77590292085162,2.858090814166948,22.743048133145308,60.69955669125838,0.9338393337116674,7.253837050994388,102.39243324478228,1.5752682037658812,2.3030307438640025,79.19766661164425,1.2184256401791422,1.8698475549892684,46.61047734688569,0.7170842668751645,2.2206464834781627,107.2568379751169,1.650105199617183,2.1526878186639884,122.75652753958225,1.8885619621474192,3.4749697430767914,99.56999020444186,1.5318460031452594,1.330214293068503
7,31,concrete,169.54833164457818,2.608435871455049,20.8579103321847,49.43229463475922,0.7604968405347572,6.063308184567056,42.64983029255684,0.6561512352701052,5.069570001527461,169.36363752924566,2.605594423526856,20.59851590583848,573.8299301209922,8.828152771092189,8.555255588256486,362.69801758266425,5.579969501271758,5.782058726926221,100.4337063470721,1.5451339438011094,2.5812870388679405,526.4268407538101,8.09887447313554,8.741979976167903,568.1158795155037,8.740244300238519,11.703930161272181,543.9055908201441,8.36777832030991,8.243660055725222
8,33,hard_tiles_large_space,7.010913290553174,0.10786020447004883,0.6899652351378307,192.3061004082854,2.9585553908966986,23.66735962984526,193.9880705670738,2.9844318548780584,23.793220313813418,18.68387848122524,0.2874442843265421,2.0281974617438756,53.094247177297405,0.8168345719584216,1.395194116088677,120.83719950424035,1.8590338385267746,5.177138768859743,92.63628319411806,1.4251735876018163,5.311766751169499,105.29057736599633,1.6198550363999435,2.887908166455639,65.15088172716881,1.0023212573410587,3.0865011773878335,65.25379437951916,1.0039045289156794,1.4723293484321776
9,11,tiled,161.68853714335307,2.4875159560515856,18.526485805436916,135.13011330549176,2.0789248200844885,14.866437347224034,129.87213791906376,1.9980328910625194,14.200181036392854,169.65521840829555,2.610080283204547,19.599318381011894,278.09386431488474,4.278367143305919,6.803179594923566,621.8797976753361,9.56738150269748,41.65715534038338,497.1906240802021,7.6490865243108015,52.033612474482325,429.1859254449539,6.60286039146083,8.544950044691364,350.98348769369375,5.399745964518365,9.264128287519585,366.889337323544,5.644451343439139,6.270954112078629
10,26,soft_pvc,162.29993500003158,2.4969220769235627,19.91712962632198,106.11910876299495,1.6326016732768454,12.966828800471182,102.8405089956097,1.5821616768555338,12.53519019783036,161.98151948666742,2.4920233767179605,19.80439238210968,182.06017413039893,2.8009257558522913,3.647879962324037,219.43652376687686,3.3759465194904132,4.791198019650585,77.46915821214199,1.1918332032637229,4.008556495503019,276.3984485414096,4.252283823713994,5.6661876933994,253.41419452369703,3.898679915749185,5.031971898998955,216.00532056018534,3.323158777849005,2.91254363217206
11,1,tiled,98.07834701098936,1.5088976463229133,11.781732150439476,169.54980447352068,2.608458530361857,20.709782497913707,165.2664120756276,2.5425601857788864,19.931958931246154,112.29687083897096,1.7276441667533995,13.516332327860122,449.73983703588254,6.919074415936654,13.907933114233051,333.2971303335938,5.127648158978366,6.223866498440418,97.97627467557311,1.5073273027011247,6.143100013762063,398.4362978068561,6.129789197028555,6.1970050219276125,486.51268558357543,7.484810547439622,11.598069653608519,497.7446950934642,7.657610693745603,12.751013723328652
12,25,carpet,67.07942079113693,1.0319910890944142,8.087850672110966,155.08878841910365,2.3859813602939024,19.031551177395272,159.8271609680608,2.458879399508628,19.379627117888,59.778166407134734,0.9196640985713036,6.992906595793949,315.88860987864615,4.859824767363787,8.831049942896577,273.91467518288147,4.214071925890484,7.415702043204598,181.16839663460314,2.7872061020708174,7.1402259442650475,317.2642536729004,4.880988518044622,7.55293070851426,459.4418347019206,7.068335918491086,15.778571737119236,285.0235887867218,4.384978289026489,4.400887407574543
13,25,carpet,75.19720110273944,1.1568800169652222,9.011429065735364,152.53003989079707,2.346615998319955,18.67768030333316,159.65478833779963,2.456227512889225,19.425170257462774,69.95283190017298,1.076197413848815,8.138093423109563,191.15174679810593,2.940796104586245,4.12547808311434,250.81917496653452,3.858756537946685,7.105510645781661,93.34056105542155,1.4360086316218699,4.723698442414953,326.03416754662527,5.015910269948081,6.848992813027537,234.67257136653024,3.610347251792773,3.9755855731714633,225.6644600111376,3.471760923248271,3.923472567010565
14,12,concrete,91.01134719553085,1.400174572238936,11.167856116325284,167.32115861734553,2.574171671036085,20.575446401492428,180.5228832899665,2.7772751275379464,21.782176999454343,88.07740676099485,1.3550370270922285,10.568448259702018,814.7481502438575,12.534586926828577,26.38788637804097,427.16934141398343,6.571836021753591,6.064835647109583,129.53127436154801,1.9927888363315078,3.856215636526945,603.97293725146,9.291891342330155,7.880866100913221,805.4303793771401,12.391236605802154,21.765072244121985,898.5149253229832,13.823306543430512,24.469851263729296
15,7,carpet,172.61469824701507,2.6556107422617705,21.22855129663354,41.20265972829611,0.6338870727430171,5.037490677076877,30.49941597693566,0.4692217842605486,3.6244479991967453,172.31372414334027,2.6509803714360043,20.91988650899565,387.7936957337443,5.96605685744222,7.406194696607584,235.50479079906316,3.623150627677895,3.7788746619186213,102.20222555750594,1.5723419316539375,2.239874200544165,322.4184814460177,4.960284329938734,6.1725834042173755,468.5532399385802,7.208511383670465,7.148099829493163,356.7372874732175,5.488265961126423,6.136107601841262
16,7,carpet,176.07678230261837,2.7088735738864362,21.63096217612949,30.48152521076583,0.4689465417040897,3.613534502168896,24.408173547931508,0.37551036227586937,2.4652897552982793,181.3725604222381,2.790347083419048,21.77079423116275,883.1027909752951,13.586196784235309,15.595440982527668,913.0618100418181,14.047104769874124,20.87230752402146,380.6531114205133,5.8562017141617435,13.828456732239184,1411.9671925724128,21.722572193421737,34.258204184527116,976.8034254046098,15.027745006224766,19.223364687637066,1087.9905000971366,16.738315386109793,12.432456993770646
17,21,soft_tiles,86.87319868995257,1.3365107490761934,10.524837233001719,174.24222155703242,2.6806495624158835,21.364598803038486,172.73358209155325,2.6574397244854344,21.156839343582195,95.95774321019591,1.4762729724645525,11.624709422387962,80.71510382486467,1.2417708280748412,3.0999480614552697,91.59482918681194,1.4091512182586452,4.406906838087656,103.33525436728574,1.5897731441120884,5.362823403591537,57.95261425077305,0.8915786807811239,1.5606003135742108,106.56211601649557,1.6394171694845472,5.267685554180868,49.66127351131677,0.7640195924817965,0.9641267345650693
18,8,tiled,52.57552252204091,0.8088541926467833,6.214868564974017,185.257802600773,2.8501200400118925,22.71277035425786,191.1483195780226,2.940743378123425,23.02646655086855,42.746396647680434,0.6576368715027759,4.8153558814763295,629.7154052213457,9.687929311097626,15.146414819440517,399.1597859848657,6.140919784382549,6.5715564435495635,105.52591176772445,1.6234755656572992,4.893277482048769,569.1802354628326,8.7566190071205,8.300784167828905,480.61267965913555,7.394041225525163,7.7298527377182,705.0706877706873,10.847241350318265,13.705175349140735
19,9,soft_tiles,160.40733966866478,2.467805225671766,19.455933440994556,114.35702666314438,1.7593388717406828,13.649001927459805,111.11250631800425,1.7094231741231423,13.117322926014912,165.50351881254463,2.546207981731456,20.06953760089561,72.81616463954882,1.1202486867622894,1.3082257423401662,127.49107256483465,1.9614011163820715,9.027523336766434,111.36872535508599,1.7133650054628613,10.028895842713968,76.20934199311476,1.1724514152786887,1.9371394777818756,98.76227213278962,1.5194195712736864,2.662215353148444,58.90351064836969,0.9062078561287644,1.0151140485585874
20,11,tiled,174.94762632566383,2.691501943471751,21.390846308396178,84.78306206183763,1.3043548009513481,10.10298021682036,79.25806359032345,1.2193548244665144,9.33752116755792,179.32116252035877,2.758787115697827,21.81741987303501,222.9837757843167,3.430519627451026,5.129195052149162,347.8116673490406,5.350948728446778,10.031946707403504,157.28331167608846,2.4197432565552073,9.44303333375177,303.5681398902683,4.670279075234897,4.883833858724372,312.15380321561145,4.802366203317099,6.598510708954811,271.6308079996251,4.17893550768654,4.394684453936745
21,33,hard_tiles_large_space,5.878860275752371,0.09044400424234417,0.7205863483034304,192.3156630779842,2.9587025088920647,23.66921740637822,192.54859777871542,2.962286119672545,23.687968674977594,18.03634159935124,0.27748217845155754,2.2006152258970055,25.871911456942797,0.3980294070298892,0.26375278225325266,34.492399061167895,0.5306522932487369,0.9373508685835933,21.346954849907178,0.328414689998572,1.3415331634264935,17.10075199648387,0.263088492253598,0.4506241896333594,30.49925838058111,0.46921935970124784,0.6010518316107459,20.339517478757532,0.31291565351934664,0.3695544063280479
22,22,soft_tiles,176.2542503033941,2.7116038508214473,21.688265913313156,27.811059677338825,0.42786245657444344,3.405133945171035,21.72606757890397,0.33424719352159954,2.64910591271062,175.31401279830195,2.6971386584354144,21.56940971352641,21.821549666354123,0.33571614871314037,0.23046998488444534,30.05373818164051,0.4623652027944694,1.100798042059317,17.397818861343303,0.2676587517129739,1.29027993977805,8.04697418935479,0.12379960291315062,0.17767247152907215,8.60852122221278,0.13243878803404277,0.28051202908380624,8.999614947353185,0.1384556145746644,0.23739853597532956
